,Year_Birth,Income,Kidhome,Teenhome,YearJoining,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow
43,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0
44,0.5,0.3493686907350134,0.5,0.0,0.5,0,0,1,0,0,0,0,0,1,0
45,0.1964285714285765,0.3269947229282134,1.0,0.5,1.0,0,0,1,0,0,0,0,1,0,0
46,0.25,0.663971991711833,0.5,0.5,0.0,0,0,0,0,1,0,1,0,0,0
47,0.3035714285714306,0.5918690224658316,0.0,0.5,1.0,0,0,1,0,0,0,0,0,0,1
48,0.4285714285714306,0.7312674158679608,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0
49,0.6607142857142847,0.2887589184554613,0.5,0.0,0.5,0,0,1,0,0,0,0,1,0,0
50,0.6607142857142847,0.7663696399955089,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0
51,0.6785714285714306,0.6009227220299884,0.5,0.5,0.5,0,0,1,0,0,0,1,0,0,0
52,0.2678571428571459,0.7643486337793837,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0
53,0.4642857142857153,0.6408733196558165,0.0,0.0,0.5,0,0,1,0,0,1,0,0,0,0
54,0.8571428571428612,0.20861275275336577,0.5,0.0,1.0,0,0,1,0,0,0,0,1,0,0
55,0.75,0.23042124710373474,0.5,0.0,0.5,0,0,1,0,0,0,0,1,0,0
56,0.5,0.494574925232977,0.0,0.5,1.0,0,0,0,0,1,0,1,0,0,0
57,0.75,0.6969103101938328,0.0,0.0,0.5,0,0,0,1,0,0,0,1,0,0
58,0.625,0.6037807106184483,0.5,0.5,0.0,0,0,1,0,0,0,0,0,1,0
59,0.2142857142857153,0.5544804074675158,0.0,0.5,0.5,0,0,1,0,0,0,0,1,0,0
60,0.1964285714285765,0.6142634044768349,0.0,0.5,0.5,0,0,0,0,1,0,0,0,0,1
61,0.1428571428571459,0.6447418113523389,0.0,0.0,0.5,0,0,1,0,0,0,0,0,1,0
62,0.5535714285714306,0.18598360739402475,0.5,0.0,0.5,0,0,1,0,0,0,1,0,0,0
63,0.4821428571428612,0.25491216788641535,0.5,0.5,1.0,0,0,1,0,0,0,0,0,1,0
64,0.6964285714285765,0.8236518969899256,0.0,0.5,1.0,1,0,0,0,0,0,0,1,0,0
65,0.3214285714285765,0.6287166610527604,0.0,0.5,0.5,0,0,1,0,0,0,0,0,1,0
66,0.5357142857142847,0.687489154954017,0.5,1.0,0.5,0,0,1,0,0,0,0,0,1,0
67,0.25,0.6072307111288033,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0
68,0.5892857142857153,0.2268160986414347,0.5,0.0,0.0,1,0,0,0,0,0,1,0,0,0
69,0.3392857142857153,0.5872247910095845,0.0,0.5,0.5,0,0,1,0,0,0,1,0,0,0
70,0.625,0.5423135417623581,0.5,0.5,0.5,0,0,0,0,1,0,1,0,0,0
71,0.2142857142857153,0.21263435098141287,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
72,0.6607142857142847,0.3342417654203795,0.5,0.0,0.0,0,0,1,0,0,1,0,0,0,0
73,0.5714285714285765,0.6915413744883689,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0
74,0.6428571428571459,0.6974002510947117,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0
75,0.6428571428571459,0.19215890416551834,0.0,0.0,0.5,1,0,0,0,0,0,0,0,1,0
76,0.4464285714285765,0.4955139786263281,0.0,0.0,0.5,0,0,1,0,0,0,0,0,1,0
77,0.8035714285714306,0.2272100927825581,0.5,0.0,0.0,0,0,1,0,0,0,0,1,0,0
78,0.5178571428571459,0.1919343479192822,0.5,0.0,0.5,0,0,1,0,0,0,1,0,0,0
79,0.5892857142857153,0.16391585265027406,0.5,0.0,0.5,1,0,0,0,0,0,1,0,0,0
80,0.4107142857142847,0.3176450174031091,0.0,0.0,0.5,0,0,0,1,0,0,0,0,1,0
81,0.8392857142857153,0.7539067683294036,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0
82,0.3571428571428612,0.22394382011003255,0.5,0.5,0.5,0,0,1,0,0,0,1,0,0,0
83,0.5357142857142847,0.2923109899868328,0.5,0.5,0.5,0,0,0,1,0,0,1,0,0,0
84,0.3035714285714306,0.4377621949352359,0.0,0.5,1.0,0,0,1,0,0,0,0,1,0,0
85,0.5892857142857153,0.7358606118136999,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
86,0.4821428571428612,0.47644711190046035,0.0,0.5,1.0,0,0,1,0,0,0,0,0,1,0
87,0.3035714285714306,0.48854048647048615,1.0,0.5,0.0,0,0,0,0,1,0,1,0,0,0
88,0.3035714285714306,0.3205499586612365,0.5,0.5,1.0,0,0,1,0,0,0,0,1,0,0
89,0.5892857142857153,0.6694817854262995,0.0,0.0,0.5,0,0,0,1,0,0,0,0,1,0
90,0.5714285714285765,0.3561666207347072,0.5,0.0,1.0,0,0,0,1,0,0,0,1,0,0
91,0.5357142857142847,0.1645997284910841,0.5,0.0,1.0,0,0,0,0,1,0,1,0,0,0
92,0.7678571428571459,0.23063967908870991,0.5,0.0,1.0,0,0,1,0,0,0,1,0,0,0
93,0.3571428571428612,0.4125302385399761,0.0,0.5,0.0,0,0,1,0,0,0,0,0,0,1
94,0.5714285714285765,0.45230731543007624,0.5,0.5,0.5,0,0,1,0,0,1,0,0,0,0
95,0.1964285714285765,0.7246736279102999,0.0,0.0,0.5,1,0,0,0,0,0,1,0,0,0
96,0.7678571428571459,0.435332904635045,0.0,0.0,0.5,0,0,0,0,1,0,1,0,0,0
97,0.3571428571428612,0.41158097804452337,0.0,0.5,0.5,1,0,0,0,0,0,0,1,0,0
98,0.3392857142857153,0.27614294025783137,0.0,0.5,1.0,0,0,0,0,1,0,0,1,0,0
99,0.6964285714285765,0.7981239346337181,0.0,0.5,0.5,0,0,1,0,0,0,0,0,1,0
100,0.0892857142857153,0.5955435792224228,0.0,0.0,0.5,0,0,0,0,1,0,1,0,0,0
101,0.3392857142857153,0.8134550019903848,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
102,0.6964285714285765,0.17448020332547387,0.5,0.0,0.5,0,1,0,0,0,0,0,0,1,0
103,0.4285714285714306,0.42457461901991406,0.5,0.5,0.5,0,0,1,0,0,0,1,0,0,0
104,0.5178571428571459,0.45843157669106166,0.0,1.0,0.5,0,0,1,0,0,0,1,0,0,0
105,0.6785714285714306,0.3170019699707056,0.5,0.0,0.0,0,0,1,0,0,0,0,1,0,0
106,0.3571428571428612,0.8324708332057444,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0
107,0.6964285714285765,0.7124353124904308,0.0,0.5,0.5,0,0,1,0,0,0,0,0,1,0
108,0.9107142857142847,0.6188157720141674,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0
109,0.4107142857142847,0.508191199436568,0.0,0.5,1.0,0,0,0,1,0,0,0,0,1,0
110,0.9107142857142847,0.801635177756683,0.0,0.0,0.5,0,0,1,0,0,0,0,1,0,0
111,0.7142857142857153,0.372293842055302,0.5,0.0,0.0,0,0,0,0,1,0,1,0,0,0
112,0.3928571428571459,0.44181441446958786,0.5,0.5,0.5,0,0,1,0,0,0,0,1,0,0
113,0.5357142857142847,0.849894356493248,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
114,0.6785714285714306,0.29651631605270945,0.5,0.0,0.5,1,0,0,0,0,0,1,0,0,0
115,0.4821428571428612,0.23734574516948892,0.5,0.5,0.5,1,0,0,0,0,0,0,0,1,0
116,0.5178571428571459,0.147165998101479,0.5,0.0,0.5,0,0,1,0,0,0,0,0,1,0
117,0.2321428571428612,0.4963611681007645,0.0,0.5,0.5,0,0,0,1,0,0,0,0,1,0
118,0.4821428571428612,0.25575935736085165,0.5,0.0,1.0,0,0,0,1,0,0,0,1,0,0
119,0.8035714285714306,0.12258729624072429,1.0,0.0,0.5,0,0,0,1,0,0,1,0,0,0
120,0.6428571428571459,0.2397852425717814,0.5,0.0,0.5,0,0,1,0,0,1,0,0,0,0
121,0.7678571428571459,0.9642649355421502,0.0,0.0,0.5,0,0,1,0,0,0,0,1,0,0
122,0.4464285714285765,0.6531320492798889,0.0,0.0,0.5,1,0,0,0,0,0,0,0,1,0
123,0.7857142857142847,0.7360035112431229,0.0,0.0,0.5,0,0,1,0,0,0,0,1,0,0
124,0.2321428571428612,0.4781823192577395,0.5,0.5,1.0,0,0,0,1,0,0,1,0,0,0
125,0.375,0.5118167621030711,0.0,0.5,0.5,0,0,0,0,1,0,1,0,0,0
126,0.2857142857142847,0.7132314664543589,0.5,0.5,1.0,0,0,0,0,1,0,0,0,1,0
127,0.2142857142857153,0.5664737524369456,0.0,0.5,0.5,0,0,1,0,0,0,1,0,0,0
128,0.3214285714285765,0.5494585132335079,0.5,0.5,0.5,0,0,0,1,0,0,0,1,0,0
129,0.5178571428571459,0.6731379693991077,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
130,0.4107142857142847,0.47321350195466,0.0,0.5,0.5,0,0,1,0,0,0,1,0,0,0
131,0.4285714285714306,0.3475620336630227,0.5,0.5,0.5,0,0,0,0,1,0,1,0,0,0
132,0.4821428571428612,0.5663002317012176,0.0,0.0,0.5,0,0,0,0,1,0,0,0,1,0
133,0.6428571428571459,0.020904145104163482,0.5,0.0,0.0,0,1,0,0,0,1,0,0,0,0
134,0.3392857142857153,0.26805891539333065,1.0,0.5,0.5,0,0,0,0,1,0,1,0,0,0
135,0.5892857142857153,0.2894734156025763,0.5,0.5,1.0,0,0,0,0,1,0,0,1,0,0
136,0.4464285714285765,0.30030315093241877,0.5,0.5,0.5,0,0,0,0,1,1,0,0,0,0
137,0.9285714285714306,0.871268028294087,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0
138,0.6428571428571459,0.5879699094630044,0.0,0.5,0.5,0,0,0,1,0,0,0,0,1,0
139,0.3928571428571459,0.8023905033122045,0.0,0.0,0.5,0,0,1,0,0,0,1,0,0,0
140,0.6071428571428612,0.6211225770891386,0.0,0.5,0.5,0,0,0,0,1,0,0,1,0,0
141,0.8571428571428612,0.35095079156076797,0.5,0.0,0.5,0,0,1,0,0,0,0,0,1,0
142,0.6428571428571459,0.5339233038348081,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0
143,0.625,0.1679782792867277,0.5,0.0,0.0,0,0,1,0,0,0,1,0,0,0
144,0.7321428571428612,0.3168998989496892,0.5,0.0,0.5,0,0,1,0,0,0,0,0,1,0
145,0.5892857142857153,0.28771779404109377,1.0,0.5,0.0,1,0,0,0,0,0,1,0,0,0
146,0.4642857142857153,0.42977003398965,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0
147,0.2321428571428612,0.529279072378561,0.0,1.0,1.0,0,0,0,1,0,0,1,0,0,0
148,0.5178571428571459,0.5945330761143603,0.0,0.5,1.0,0,0,1,0,0,0,1,0,0,0
149,0.5714285714285765,0.39648467403619436,0.0,0.5,0.0,1,0,0,0,0,0,0,0,1,0
150,0.8571428571428612,0.2722846556634106,0.5,0.0,1.0,0,0,1,0,0,0,0,1,0,0
151,0.2142857142857153,0.5461820334588807,0.0,0.5,0.0,0,0,0,0,1,0,0,0,1,0
152,0.1607142857142847,0.6315338212328137,0.0,0.0,0.5,0,0,1,0,0,0,0,0,1,0
153,0.3214285714285765,0.43346500495044454,0.0,0.5,0.5,0,0,1,0,0,0,0,1,0,0
154,0.6785714285714306,0.5379040736544487,0.5,1.0,0.5,0,0,1,0,0,0,0,1,0,0
155,0.6607142857142847,0.48866501311612615,0.0,0.5,0.5,0,0,1,0,0,0,0,0,1,0
156,0.2678571428571459,0.7432505537352889,0.0,0.0,0.5,0,0,1,0,0,0,0,1,0,0
157,0.3214285714285765,0.23499811168611118,1.0,0.5,0.5,0,0,0,1,0,0,0,1,0,0
158,0.0892857142857153,0.6415776097008299,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0
159,0.7857142857142847,0.16053730185463044,0.5,0.0,1.0,0,0,1,0,0,0,1,0,0,0
160,0.625,0.6804564616059854,0.0,0.0,0.5,0,0,0,0,1,1,0,0,0,0
161,0.4642857142857153,0.367271947821294,1.0,0.5,0.5,0,0,1,0,0,0,0,0,1,0
162,0.2321428571428612,0.5619111777975114,0.0,0.0,0.5,0,0,1,0,0,1,0,0,0,0
163,0.3392857142857153,0.45760480142082854,0.0,0.0,0.5,0,0,1,0,0,1,0,0,0,0
164,0.8571428571428612,0.6068224270447378,0.0,0.0,0.5,0,0,1,0,0,0,0,1,0,0
165,0.3035714285714306,0.18976023517163243,0.5,0.5,1.0,0,0,1,0,0,0,0,0,1,0
166,0.4464285714285765,0.26493554215022813,0.5,0.5,1.0,0,0,1,0,0,0,0,0,1,0
167,0.75,0.2165742923926468,0.5,0.0,0.5,0,0,1,0,0,0,1,0,0,0
168,0.5357142857142847,0.4383644139592328,1.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
169,0.3392857142857153,0.4699043594533076,0.5,0.5,1.0,0,0,0,0,1,0,0,0,1,0
170,0.4821428571428612,0.45497136907860486,0.0,0.5,1.0,0,0,1,0,0,0,0,1,0,0
171,0.625,0.7443733349664696,0.0,0.5,0.0,0,0,0,0,1,0,1,0,0,0
172,0.1428571428571459,0.7791795531330699,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0
173,0.5357142857142847,0.3200232721927917,0.5,0.5,1.0,0,0,0,0,1,0,1,0,0,0
174,0.3392857142857153,0.3142256381990589,1.0,0.5,1.0,0,0,1,0,0,0,0,0,1,0
175,0.1964285714285765,0.7246736279102999,0.0,0.0,0.5,1,0,0,0,0,0,1,0,0,0
176,0.6428571428571459,0.4506435577875085,0.0,0.5,1.0,0,0,0,0,1,0,1,0,0,0
177,0.8571428571428612,0.08929172918516703,0.5,0.0,1.0,1,0,0,0,0,0,1,0,0,0
178,0.1071428571428612,0.6056384032009472,0.0,0.0,0.5,0,0,0,1,0,0,1,0,0,0
179,0.7857142857142847,0.23452858498943563,0.5,0.0,1.0,0,0,0,1,0,0,1,0,0,0
180,0.375,0.21178716150697652,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0
181,0.7678571428571459,0.18139041144828572,0.5,0.0,0.0,0,0,1,0,0,0,1,0,0,0
182,0.5357142857142847,0.25316675342703454,0.0,0.5,1.0,0,0,0,0,1,0,0,1,0,0
183,0.4642857142857153,0.548999193638934,0.0,0.5,0.5,0,0,1,0,0,0,1,0,0,0
184,0.6428571428571459,0.6794663727021262,0.0,0.0,0.5,0,0,1,0,0,0,1,0,0,0
185,0.4285714285714306,0.3905135193067336,0.5,0.5,0.5,0,0,0,0,1,0,1,0,0,0
186,0.6785714285714306,0.17741984873074684,0.5,0.0,0.0,0,1,0,0,0,0,0,0,1,0
187,0.875,0.6070469832909737,0.0,0.0,0.5,0,0,0,0,1,0,0,0,1,0
188,0.8571428571428612,0.32021720713272295,0.5,0.0,0.5,0,0,1,0,0,0,1,0,0,0
189,0.5892857142857153,0.445519592532484,0.5,0.5,0.5,0,0,1,0,0,0,1,0,0,0
190,0.6607142857142847,0.24347000643047428,0.5,0.5,0.5,0,0,1,0,0,0,1,0,0,0
191,0.7142857142857153,0.6344836737401884,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0
192,0.25,0.7406987782098784,0.0,0.0,0.5,0,0,1,0,0,0,1,0,0,0
193,0.25,0.8085862142879015,0.0,0.0,0.5,0,0,1,0,0,0,1,0,0,0
194,0.5892857142857153,0.4016902961080319,0.5,0.5,1.0,0,0,0,0,1,0,0,1,0,0
195,0.2142857142857153,0.629186187749436,0.0,0.5,1.0,0,0,1,0,0,1,0,0,0,0
196,0.5,0.6983903399985709,0.0,0.0,0.5,0,0,1,0,0,0,0,1,0,0
197,0.6785714285714306,0.5735676883975871,0.0,0.5,0.5,0,0,1,0,0,1,0,0,0,0
198,0.6607142857142847,0.9662042849414623,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0
199,0.4464285714285765,0.33823274234212164,0.5,0.5,0.5,0,0,0,0,1,0,0,1,0,0
200,0.7857142857142847,0.11625889293770605,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0
201,0.8571428571428612,0.2256177848547019,0.5,0.0,0.5,0,0,1,0,0,0,0,0,1,0
202,0.4107142857142847,0.42074695573179816,0.5,0.5,0.5,0,0,0,1,0,1,0,0,0,0
203,0.4642857142857153,0.38066366577864874,0.0,0.5,1.0,0,0,1,0,0,0,1,0,0,0
204,0.25,0.5817741984873075,0.0,0.5,0.0,0,0,1,0,0,1,0,0,0,0
205,0.2857142857142847,0.3939635198170887,0.0,0.5,0.5,0,0,1,0,0,0,0,0,1,0
206,0.25,0.7193148993069378,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0
207,0.5,0.3764073042022639,0.5,0.5,0.0,0,0,0,0,1,0,1,0,0,0
208,0.6071428571428612,0.39311633034265236,0.5,0.5,0.5,0,0,0,1,0,0,0,0,1,0
209,0.8035714285714306,0.6476508354513071,0.0,0.0,0.5,0,0,1,0,0,0,1,0,0,0
210,0.6607142857142847,0.3464596666360453,0.5,0.0,1.0,0,0,1,0,0,0,1,0,0,0
211,0.6785714285714306,0.45620642843290354,1.0,0.5,1.0,1,0,0,0,0,0,0,1,0,0
212,0.1428571428571459,0.7786998193342927,0.0,0.0,0.5,0,0,0,1,0,0,1,0,0,0
213,0.25,0.37818333996794967,0.0,0.5,0.5,0,0,0,1,0,0,0,0,0,1
214,0.7142857142857153,0.6329219871186371,0.5,0.0,0.0,0,0,1,0,0,0,0,0,1,0
215,0.8571428571428612,0.3848485776403221,0.5,0.0,1.0,1,0,0,0,0,0,0,0,1,0
216,0.5178571428571459,0.6630533525226852,0.0,0.0,0.5,0,0,1,0,0,0,1,0,0,0
217,0.5357142857142847,0.7157424135713628,0.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0
218,0.7142857142857153,0.23713139602535444,0.5,0.0,0.5,0,0,0,0,1,0,1,0,0,0
219,0.3928571428571459,0.5755478662053055,0.0,0.5,0.0,0,0,1,0,0,1,0,0,0,0
220,0.6785714285714306,0.35225730062977817,0.5,0.0,0.5,0,0,1,0,0,0,0,0,1,0
221,0.6428571428571459,0.44777536209694707,0.0,0.5,0.0,0,0,1,0,0,0,0,0,1,0
222,0.2142857142857153,0.44949015525002295,0.0,0.5,0.0,0,0,1,0,0,1,0,0,0,0
223,0.5714285714285765,0.7393004052219534,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0
224,0.8214285714285765,0.2737544783660471,0.5,0.0,1.0,0,0,0,0,1,0,0,0,1,0
225,0.4642857142857153,0.30182400914556345,0.5,0.5,0.5,0,0,1,0,0,0,0,1,0,0
226,0.3928571428571459,0.760173929019812,0.0,0.5,0.5,1,0,0,0,0,1,0,0,0,0
227,0.5535714285714306,0.3173388043400598,0.5,0.0,0.5,0,0,1,0,0,0,0,0,1,0
228,0.1964285714285765,0.07689010013167161,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0
229,0.4464285714285765,0.5638913556052301,0.0,0.5,0.5,0,0,0,0,1,0,1,0,0,0
230,0.625,0.15016688611936185,0.5,0.0,0.5,1,0,0,0,0,0,1,0,0,0
231,0.75,0.16495697706464157,0.5,0.0,0.5,0,0,0,1,0,0,0,0,1,0
232,0.3214285714285765,0.7375754049667758,0.0,0.5,0.5,0,0,0,0,1,0,0,1,0,0
233,0.5892857142857153,0.0,0.5,0.0,0.5,0,0,1,0,0,0,0,1,0,0
234,0.5,0.6732094191138194,0.0,0.0,0.5,0,0,1,0,0,0,0,0,0,1
235,0.3214285714285765,0.5865102938624696,0.0,0.5,0.0,0,0,1,0,0,0,0,0,1,0
236,0.5535714285714306,0.1562094905635341,0.5,0.0,0.5,0,0,1,0,0,0,0,1,0,0
237,0.8928571428571459,0.6755774668014003,0.0,0.0,0.5,0,0,1,0,0,0,1,0,0,0
238,0.3214285714285765,0.5468352879933858,0.0,0.5,0.0,0,0,1,0,0,0,1,0,0,0
239,0.4285714285714306,0.24686897143032122,0.5,0.5,1.0,0,0,0,0,1,0,1,0,0,0
240,0.5714285714285765,0.7413826540506885,0.5,0.0,0.5,0,0,1,0,0,0,1,0,0,0
241,0.2321428571428612,0.6892549836176012,0.0,0.5,0.5,0,0,1,0,0,0,1,0,0,0
242,0.8571428571428612,0.612895652795215,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0
243,0.5178571428571459,0.5887048208143226,0.0,0.5,0.0,0,0,0,1,0,0,0,0,1,0
244,0.625,0.24150003572485734,0.5,0.0,0.5,0,0,0,1,0,0,0,1,0,0
245,0.8035714285714306,0.22902695695665043,0.5,0.0,0.5,0,0,1,0,0,0,0,1,0,0
246,0.6071428571428612,0.971634463259536,0.0,0.0,0.5,0,0,1,0,0,1,0,0,0,0
247,0.3214285714285765,0.1938328689101877,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0
248,0.4821428571428612,0.6961447775362097,0.5,0.5,0.0,0,0,1,0,0,0,0,0,1,0
249,0.6071428571428612,0.23883598207632867,0.5,0.0,0.0,0,0,0,0,1,0,0,1,0,0
250,0.375,0.5699849955599106,0.0,0.5,0.0,0,0,0,0,1,0,0,0,1,0
251,0.4285714285714306,0.39286115279011136,0.0,0.5,0.0,0,0,1,0,0,0,0,1,0,0
252,0.4285714285714306,0.11432975064049566,0.5,0.5,0.5,0,0,1,0,0,0,0,1,0,0
253,0.3035714285714306,0.33925345255228584,1.0,0.5,0.5,0,0,0,0,1,0,0,1,0,0
254,0.6964285714285765,0.07948270406548877,0.5,0.0,0.0,0,0,1,0,0,1,0,0,0,0
255,0.5,0.6346163660675097,0.0,1.0,0.5,0,0,0,0,1,1,0,0,0,0
256,0.5357142857142847,0.37418215594410587,0.5,0.0,1.0,0,0,0,1,0,0,1,0,0,0
257,0.6785714285714306,0.30842800420532607,0.5,0.0,0.0,0,0,0,0,1,0,1,0,0,0
258,0.2142857142857153,0.37027283583917686,0.5,0.5,0.5,0,0,0,1,0,0,0,0,1,0
259,0.4642857142857153,0.3131436853762848,0.5,0.5,0.5,0,0,0,1,0,0,1,0,0,0
260,0.4107142857142847,0.741280583029672,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
261,0.5357142857142847,0.31230670300395014,0.5,0.5,0.0,0,0,0,0,1,0,1,0,0,0
262,0.5357142857142847,0.6679527615314735,0.0,0.0,0.5,0,0,1,0,0,0,1,0,0,0
263,0.5357142857142847,0.14871747762092863,0.5,0.0,0.5,0,0,1,0,0,0,0,0,1,0
264,0.2321428571428612,0.6304620755121413,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0
265,0.7678571428571459,0.2479100958446887,0.5,0.0,1.0,0,0,0,1,0,0,0,1,0,0
266,0.625,0.5553173898398505,0.0,0.5,1.0,0,0,0,0,1,0,0,0,1,0
267,0.3571428571428612,0.22266793234732724,0.5,0.5,1.0,0,0,1,0,0,0,1,0,0,0
