SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,Gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes,MonthlyCh_TotalCh_Ratio,MonthlyCh_TotalCh_Ratio_category
0,0.2620052949487902,0.6042628162025167,0.39698056047884067,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0.5506933372519465,0.3333333333333333
0,1.0,0.5672304958680313,0.46828475922150775,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0.29205558428268485,0.0
0,0.1422060437617624,0.48583322928383804,0.24510440768470362,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0.7490821671860227,0.6666666666666667
1,0.43110927688197553,0.5936127644694283,0.4904821384428878,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0.3055869858130726,0.0
1,0.0,0.5894379490550378,0.1279797853724121,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.9831309684846954,1.0
0,0.18807878067622588,0.48907812199131434,0.2969994249912235,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0.6659089912292562,0.6666666666666667
0,1.0,0.6082615028149735,0.5207817249968688,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0.16349286975836963,0.0
0,0.05558724517989194,0.495775998010235,0.16017080129632816,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.8957925571682561,1.0
0,0.25776190706816515,0.5122181365753268,0.3560670994116133,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.5531137736759062,0.3333333333333333
0,0.21377142466626917,0.6523906318729888,0.356113395845475,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0.6357772714521638,0.3333333333333333
0,0.10727559707942004,0.5972985865820208,0.24585847569745486,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0.8002642967052138,0.6666666666666667
0,0.10011263326102578,0.45457050698731866,0.18532770779127022,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.8199899289607903,0.6666666666666667
0,0.40828191711792816,0.49335914202931325,0.4020538771923783,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0.29852403431257063,0.0
0,0.1422060437617624,0.4032366622960702,0.17704704620792244,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7247453161387319,0.6666666666666667
0,0.34009880457879776,0.5283974641635356,0.4012545715534327,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0.4498317626831799,0.0
0,0.12129339060064832,0.519065743162397,0.23590181843536515,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0.7830409774036154,0.6666666666666667
0,0.27021211813495394,0.5442190651359761,0.36739968128677014,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.5613483107741931,0.3333333333333333
0,0.0,0.4535028979454612,0.09926791642698488,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.9771161064353435,1.0
0,0.0,0.5336084164982562,0.11471230052853609,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0.993477789316929,1.0
0,0.2831700851401918,0.5278700294714868,0.37854463875051586,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0.5145212761595566,0.3333333333333333
0,0.3941267586145373,0.4845127992417424,0.3796308484044171,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0.38976630466078116,0.0
1,0.24693771624676503,0.5672304958680313,0.3648960986195545,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0.5834043731669736,0.3333333333333333
0,0.13220986953092934,0.6026724395667624,0.2714959098659778,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0.7687342051279097,0.6666666666666667
1,0.1795078530905447,0.4945679989084076,0.29002032624343704,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0.6870365447233754,0.6666666666666667
1,0.08362629794734869,0.5336084164982562,0.2035931190856138,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0.8447644230024056,1.0
1,0.32234889694425695,0.5124614252838203,0.386475970831826,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0.4640011983698922,0.0
1,0.14773128238720493,0.5892521892251255,0.2900145988569902,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0.7357342216959406,0.6666666666666667
0,0.34009880457879776,0.60646157652516,0.4652199804093024,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0.4264595168665345,0.0
1,0.3617233151146162,0.6649348393917818,0.5098437352014931,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0.40407283562028873,0.0
0,0.21377142466626917,0.4177504068451586,0.22856450607315393,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6209905910508863,0.3333333333333333
0,1.0,0.6590726472548813,0.5702453352631165,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0.12433033272582383,0.0
0,0.2620052949487902,0.6134184626569701,0.39526900098946427,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0.5570798753887759,0.3333333333333333
0,0.32234889694425695,0.5650904213501673,0.4236987911212423,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0.4523858803523628,0.0
0,1.0,0.4403485052097442,0.33590329607684777,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.30024219954242615,0.0
0,0.14773128238720493,0.46593247466979465,0.2342179747436801,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0.7415977798321138,0.6666666666666667
0,0.09201528616912277,0.5817290213470014,0.2254304788742592,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0.8274472020609295,0.6666666666666667
0,0.024167089093063587,0.515143223303198,0.14471847500305599,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0.9261110532187335,1.0
0,0.2620052949487902,0.5232686402390392,0.359383183104369,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.561078036200605,0.3333333333333333
0,0.20284903927225484,0.5248870083468153,0.32086526702212864,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0.6465245439449203,0.3333333333333333
0,0.2741732264695878,0.38184966817249655,0.2318551404112218,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5617152903747294,0.3333333333333333
0,0.10011263326102578,0.5283974641635356,0.22785110829779215,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.8025798225500911,0.6666666666666667
0,0.2831700851401918,0.39376080166665967,0.24485601088820683,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.5108502325793134,0.3333333333333333
1,0.34687236776825886,0.6977797838299048,0.5111802467585269,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0.4234663577819979,0.0
0,0.33417362275297896,0.41056205093555315,0.271279222239719,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.47027922763432717,0.0
0,0.024167089093063587,0.4854672361067937,0.12690991738397436,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0.9493079941888183,1.0
1,0.3023947058064749,0.685254671608719,0.45711293130049524,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0.49390707218360425,0.0
0,0.25776190706816515,0.47115854970316484,0.32790648053814647,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.5479190053107056,0.3333333333333333
0,0.08362629794734869,0.4671599842788562,0.1862488645198579,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8308761595031268,0.6666666666666667
1,0.1991549273301439,0.5119749260414989,0.3066003629123265,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0.6664678163193922,0.6666666666666667
0,0.25377401623099727,0.42662625619493244,0.25455290111517664,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.556085753680288,0.3333333333333333
0,0.10727559707942004,0.4591075089697707,0.1965701011254452,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.801595068535106,0.6666666666666667
0,0.07437198675120149,0.5143488589789061,0.1882171341599568,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0.8628573291605097,1.0
0,0.24325199292733565,0.6278233605191548,0.3825751296384927,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0.5884129403036139,0.3333333333333333
0,0.27021211813495394,0.38184966817249655,0.23544803443233714,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.5479968085011492,0.3333333333333333
0,0.09201528616912277,0.604045927080191,0.2305413862886416,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0.8249807912357447,0.6666666666666667
0,0.21828165907657276,0.48289907356385553,0.3105452936685784,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0.6218197693804561,0.3333333333333333
0,0.26586783909832146,0.4012136928493944,0.242105278420163,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.527704862826953,0.3333333333333333
0,0.25776190706816515,0.3671596468967955,0.23132473170580875,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.5593647186452392,0.3333333333333333
0,0.19526897533577595,0.43229843084277086,0.2379299012775663,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.6570623698675129,0.3333333333333333
0,0.1991549273301439,0.5380958831385853,0.32357694244436175,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.6479647962678683,0.3333333333333333
0,0.3617233151146162,0.5414213630485819,0.4356364989465741,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0.36275429885863614,0.0
0,0.3539500114436712,0.6918485710020343,0.5116803222778792,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0.41891590039737076,0.0
0,1.0,0.6163741769837687,0.5353609180812473,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0.04118369385831777,0.0
0,0.11403323302583812,0.5235171799730838,0.2313785985199645,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.7956822617424051,0.6666666666666667
0,0.43110927688197553,0.49014293457103314,0.3969483597028742,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0.2741193296650652,0.0
0,0.05558724517989194,0.40638723552116246,0.10545640609686954,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.879372070136559,1.0
0,0.2831700851401918,0.4061670175000797,0.24597519177605365,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.516203643246413,0.3333333333333333
1,0.1795078530905447,0.5993461926788408,0.32139518686503127,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0.6843784956492587,0.6666666666666667
0,0.22875753374282776,0.5861436485508345,0.3577664946152918,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0.6086139889901955,0.3333333333333333
1,0.3617233151146162,0.4485431743343294,0.3386195827970161,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0.3872336745201372,0.0
0,0.38227068771361794,0.6795449511525791,0.5489955599596933,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0.33947021642753017,0.0
0,0.05558724517989194,0.411028594386744,0.10045319733729993,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.9048932526445796,1.0
0,1.0,0.6312914721794346,0.5244607176705331,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0.3108240062983205,0.0
0,0.20674252442031307,0.4304976754229039,0.23144323146058352,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6515076812720163,0.3333333333333333
0,0.24693771624676503,0.5813833001972404,0.36789918818348866,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.5893079960346783,0.3333333333333333
0,1.0,0.30902601597831847,0.2659331863292237,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.3038797019272631,0.0
0,0.29726162250032406,0.594993333354418,0.4162752513613533,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0.5046834086789918,0.3333333333333333
0,0.2831700851401918,0.4744879077831996,0.3391306171646849,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.5174998632981227,0.3333333333333333
0,0.24693771624676503,0.5734314425522757,0.3689650621584984,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0.5792476821610628,0.3333333333333333
1,0.2251846871756744,0.5196754732483004,0.33296374739909723,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.6118508777850503,0.3333333333333333
0,0.34687236776825886,0.46690408599894306,0.3515543148892953,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0.43387535726932247,0.0
0,0.024167089093063587,0.5646360335591165,0.1460629984392414,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0.9488146758773025,1.0
0,0.22202237082264584,0.4316484457675426,0.24761890447662654,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.6184091793252539,0.3333333333333333
0,0.10011263326102578,0.6110347877742778,0.24281250335131466,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0.8089082844859719,0.6666666666666667
0,0.23939097280212257,0.4012136928493944,0.2232957373109984,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5964497870505381,0.3333333333333333
0,0.18807878067622588,0.5481456724040148,0.30767849724545787,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.6864558365587746,0.6666666666666667
0,0.3023947058064749,0.6073661028433277,0.4264017601700656,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0.49624685446244887,0.3333333333333333
0,0.06521824392996917,0.40243265541590184,0.10487542048322529,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8786947638757309,1.0
0,0.024167089093063587,0.5099105669139534,0.14116426766270876,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.9331609625691033,1.0
0,0.07437198675120149,0.4596755638998913,0.16679634102040852,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8587402058606115,1.0
0,0.04225825498998692,0.40462763392591333,0.05614593117648545,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.9368020550968503,1.0
0,0.21025301484232625,0.5589988085192177,0.3386466569581454,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0.631417372478627,0.3333333333333333
1,0.18807878067622588,0.5212033416419692,0.3071971083090598,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0.6723342341391855,0.6666666666666667
0,1.0,0.4079028912443705,0.2882295575803523,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.11446383387474013,0.0
1,0.43110927688197553,0.4733712755276686,0.3702534979583649,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0.29113457989719527,0.0
0,0.12129339060064832,0.5522940784227112,0.2544336397409837,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.7711393714709616,0.6666666666666667
0,0.1795078530905447,0.47523772618255267,0.27626689695374057,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0.6830988739749885,0.6666666666666667
0,0.37142181539015284,0.4591075089697707,0.34673319585417933,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.4116888827968727,0.0
0,0.0,0.4427391698714705,0.08618953869026974,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.9897943594298775,1.0
0,0.24693771624676503,0.4258126960103349,0.2523096600749982,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.5613455813630712,0.3333333333333333
0,0.16990596236436906,0.5134353940874149,0.2913570323102559,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.698065028842043,0.6666666666666667
0,0.34687236776825886,0.38462318648822313,0.2596667243986674,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.42721844431862216,0.0
0,0.3076487529112113,0.3338763795323144,0.2508926144890521,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.4620108680637226,0.0
1,1.0,0.5568292641114123,0.47192117929126187,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0.1330693703870779,0.0
0,0.08362629794734869,0.503372892077983,0.1962926273486178,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0.8438748433775228,1.0
0,0.3281640916012053,0.6171304952752212,0.4485800795329547,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0.4676733813422985,0.0
0,0.34687236776825886,0.5428823031111428,0.41795031193942705,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0.4335402520006338,0.0
1,0.43110927688197553,0.4086857455334367,0.29023278624809007,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.09815072988397489,0.0
0,0.3539500114436712,0.6023893804121084,0.47131579623519027,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0.40927754038336756,0.0
0,0.024167089093063587,0.3338763795323144,0.0549707599844379,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.9307642390005078,1.0
0,0.1991549273301439,0.4854672361067937,0.29947153674489135,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0.6569667164554,0.3333333333333333
0,0.13220986953092934,0.4945679989084076,0.24338329472678477,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0.7607695379550049,0.6666666666666667
0,0.08362629794734869,0.4914883969185265,0.19639558702564336,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0.8390993861259705,1.0
0,0.07437198675120149,0.5861436485508345,0.2056410425137291,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0.8589188576548811,1.0
0,0.40828191711792816,0.6627674738871485,0.5807295617929309,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0.09774981984404552,0.0
0,0.33417362275297896,0.5531353140199409,0.41489993985832074,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0.4530882902388234,0.0
0,0.06521824392996917,0.34548463689120146,0.10517871644130569,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8741949033330979,1.0
0,0.12690091602656844,0.5350227845515382,0.24965876284365443,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0.7701988757789971,0.6666666666666667
0,0.1647741825037079,0.5421349117622606,0.29415354692665074,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0.7132578869886949,0.6666666666666667
0,0.1647741825037079,0.38184966817249655,0.17741134604611797,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7205505543736197,0.6666666666666667
0,0.1374461450230932,0.4847056063412881,0.23911841712426882,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0.7566903317742094,0.6666666666666667
0,0.10011263326102578,0.4258126960103349,0.14668339296666888,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.8176630925528517,0.6666666666666667
0,0.12129339060064832,0.47231589380635813,0.2164083634684091,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.7745219147308041,0.6666666666666667
0,0.15681195156129715,0.538534850809396,0.281200519674554,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.7295262149162979,0.6666666666666667
0,0.0,0.495775998010235,0.11149152723912342,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.9793581359060008,1.0
